license,address,name,Localitat,Municipi,Estat,Inici activitat
ETV/125,"POLIGON 32, PARCEL·LA 108, 07200 FELANITX (Mallorca), Illes Balears",MATES CLARES,Felanitx,FELANITX,Alta,25/06/2007
ETV/1250,"Carrer DELME, 5. Establiments Vell, PALMA, Mallorca",PI DES XIBIU,Establiments Vell,PALMA,Alta,17/07/2008
ETV/1251,"POLIGON 21,  PARCEL·LA 141, 07500 MANACOR (Mallorca), Illes Balears",ES GARRIGO,Manacor,MANACOR,Alta,17/07/2008
ETV/12512,"Carrer DE LA RAVAL, 23. 07240 SANT JOAN, Mallorca",CA SA PADRINA,Sant Joan,SANT JOAN,Alta,26/07/2017
ETV/12513,"Carrer DELS PINS, 441 porta esquerra. 07458 Platja De Muro, MURO, Mallorca","AVINGUDA DELS PINS,441 ESQUERRA",Platja De Muro,MURO,Alta,14/07/2017
ETV/12514,"Polígon 5 Parcel·la 10. 07210 ALGAIDA, Mallorca",RAFALET,Algaida,ALGAIDA,Alta,21/07/2017
ETV/12515,"Carrer Carmen, 66. 07150 ANDRATX, Mallorca",CAN TORRE,Andratx,ANDRATX,Alta,03/07/2017
ETV/1252,"POLÍGON 4, PARCEL·LA 741, 07460 POLLENÇA (Mallorca), Illes Balears",SON FELIÇ,Pollença,POLLENÇA,Alta,17/07/2008
ETV/12523,"Belgica, 5. -, -",VILLA CARME,Alcúdia,ALCÚDIA,Alta,19/07/2017
ETV/12527,"Carrer JOAN COROMINES, 1. 07400  ALCÚDIA, Mallorca",CASA COROMINES,,ALCÚDIA,Alta,27/08/2018
ETV/12529,"Polígon 9 Parcel·la 49. 07500 MANACOR, Mallorca",SON NEVETE,Manacor,MANACOR,Alta,24/07/2017
ETV/1253,"Avinguda URB. ES FORTI SOLAR 41 AVDA FORTI 103, S/N. 07650 SANTANYÍ, Mallorca",MARIA DOR,Santanyí,SANTANYÍ,Alta,17/07/2008
ETV/12532,"Carrer Galio, 13 lletra 1 porta A. 07660 Cala DOr, SANTANYÍ, Mallorca",VILLA COSTA EUGENIA,Cala DOr,SANTANYÍ,Alta,18/07/2017
ETV/12533,"Via EUROPA, 7. 07688 Cala Murada, MANACOR, Mallorca",VILLA AURELIA,Cala Murada,MANACOR,Alta,20/07/2017
ETV/12534,"Carrer Cap dOlla, 32. 07639 Ràpita (La), CAMPOS, Mallorca",CAP DOLLA 32,Ràpita (La),CAMPOS,Alta,20/07/2017
ETV/1254,"POLIGON 2 PARCELA 86, 07460 POLLENÇA (Mallorca), Illes Balears",CAN ANDREU,Pollença,POLLENÇA,Alta,18/07/2008
ETV/12540,"Carrer FALCÓ, 2. 07400 ALCÚDIA, Mallorca",CASA FALCÓ,Port DAlcúdia,ALCÚDIA,Alta,20/07/2017
ETV/12541,"Carrer Antoni Maura, 1. 07630 CAMPOS, Mallorca",ES FORN,Campos,CAMPOS,Alta,28/07/2017
ETV/12542,"Polígon 1 Parcel·la 883. 07460 POLLENÇA, Mallorca",CAN PUIG,Pollença,POLLENÇA,Alta,27/03/2015
ETV/12543,"Via CREU, 58. 07180 Santa Ponça, CALVIÀ, Mallorca",MARICEL,Santa Ponça,CALVIÀ,Alta,11/07/2017
ETV/1255,"POLIGON 9, PARCEL·LES 47, 48, 49, 50 MURO (Mallorca), Illes Balears",CASA BOTTGER,Muro,MURO,Alta,18/07/2008
ETV/12559,"Plaça HISTORIADOR LLADÓ I FERRAGUT, 9. 07640 Salines (Les), SES SALINES, Mallorca",CAN MORENO,Salines (Les),SES SALINES,Alta,19/07/2017
ETV/1256,"POLÍGON 7, PARCEL·LA 141, S/N. 07400 ALCÚDIA, Mallorca",CAN PUPUT,Alcúdia,ALCÚDIA,Alta,18/07/2008
ETV/12560,"Carrer DEN SERRA, 5. 07400 ALCÚDIA, Mallorca",CASA DEL CELLER,Alcúdia,ALCÚDIA,Alta,28/07/2017
ETV/12562,"Carrer Padre Castañeda, 34. 07170 VALLDEMOSSA, Mallorca",CASA CON ENCANTO,Valldemossa,VALLDEMOSSA,Alta,17/07/2017
ETV/12563,"Carrer GERMANIES, 30. 07300 INCA, Mallorca",ES JARDI,Inca,INCA,Alta,28/07/2017
ETV/12565,"Carrer SAN GUILLEM, 4. 07101 Biniaraix, SÓLLER, Mallorca",RAUL MARQUES,Biniaraix,SÓLLER,Alta,17/07/2017
ETV/12566,"Polígon 7 Parcel·la 398. 07400 ALCÚDIA, Mallorca",CORIOLET DABAIX,Alcúdia,ALCÚDIA,Alta,04/07/2017
ETV/1257,"POLIGON 2 PARCEL·LA 674, 07460 POLLENÇA (Mallorca), Illes Balears",MOLI FORATERME,Pollença,POLLENÇA,Alta,18/07/2008
ETV/12572,"Carrer ISAAC PERAL, 28. 07458  SANTA MARGALIDA, Mallorca",CASA MARIA,,SANTA MARGALIDA,Alta,07/09/2018
ETV/12574,"Carrer DE SES PARRES, 48. 07570 ARTÀ, Mallorca",CASA DE PUEBLO CON ENCANTO,Artà,ARTÀ,Alta,20/07/2017
ETV/12576,"Carrer DEL REVOLT DE LA SÍNIA, 98. 07559 -, SON SERVERA, Mallorca",CASA ELISABETH,,SON SERVERA,Alta,21/07/2017
ETV/1258,"Finca POLÍGONO 32, PARCEL·LA 35, S/N. 07200 FELANITX, Mallorca",SA ROCA BLANCA,Felanitx,FELANITX,Alta,18/07/2008
ETV/12581,"Carrer Santueri, 10. 07200 FELANITX, Mallorca",CA NA CRISTINA,Felanitx,FELANITX,Alta,21/07/2017
ETV/12586,"Carrer DE JESÚS, 5. 07100 SÓLLER, Mallorca",CAN HARVEY,Sóller,SÓLLER,Alta,30/06/2017
ETV/12587,"Carrer Magallanes, 66. 07458 Can Picafort, SANTA MARGALIDA, Mallorca",CAN SOLER,Can Picafort,SANTA MARGALIDA,Alta,06/09/2018
ETV/1259,"POLÍGON 12, PARCEL·LA 288, 07440 MURO (Mallorca), Illes Balears",ELS TARONGERS,Muro,MURO,Alta,18/07/2008
ETV/12590,"Carrer Penyes, 17. 07510 SINEU, Mallorca",CAN NADAL,Sineu,SINEU,Alta,16/06/2017
ETV/12593,"Polígon 20 Parcel·la 539. 07620 LLUCMAJOR, Mallorca",MARIA OLAYA,Llucmajor,LLUCMAJOR,Alta,31/07/2017
ETV/12594,"Polígon 10 Parcel·la 124. 07143 Biniali, SENCELLES, Mallorca",CAN ANDREU,Biniali,SENCELLES,Alta,17/07/2017
ETV/12595,"Polígon 5 Parcel·la 91. 07311 BÚGER, Mallorca",PARATGE DE SON TONIET,Búger,BÚGER,Alta,17/07/2017
ETV/12597,"Carrer Fra Juniper Serra, 8. 07142 SANTA EUGÈNIA, Mallorca",CAN FONOLL,Santa Eugènia,SANTA EUGÈNIA,Alta,05/07/2017
ETV/12599,"Carrer MANRESA, 31 lletra A. 07400  ALCÚDIA, Mallorca",CAN XIMELIS,,ALCÚDIA,Alta,21/07/2017
ETV/126,"POLÍGON 15, PARCEL·LA 185, 07140 SENCELLES (Mallorca), Illes Balears",SON FRANÇOI,Sencelles,SENCELLES,Alta,25/06/2007
ETV/12600,"Carretera des Port, 4. 07150 Port (El), ANDRATX, Mallorca",CA NA MONGINA,Port (El),ANDRATX,Alta,14/07/2017
ETV/12602,"Camí Dde Son Trobat, s/n. 07530 Sant Llorenç Del Cardassar, SANT LLORENÇ DES CARDASSAR, Mallorca",CAN POU ROIG,Sant Llorenç Del Cardassar,SANT LLORENÇ DES CARDASSAR,Alta,20/07/2017
ETV/12603,"Polígon 4 Parcel·la 563. 07460 POLLENÇA, Mallorca",VILLA HORTED PETIT AMER,Pollença,POLLENÇA,Alta,29/06/2017
ETV/12606,"Carrer SIPELLS, 14. 07560 Cala Millor, SON SERVERA, Mallorca",CAN TECLAS,Cala Millor,SON SERVERA,Alta,20/07/2017
ETV/12608,"Carrer Fronto, 10. 07510 SINEU, Mallorca",FRONTO 10,Sineu,SINEU,Alta,20/07/2017
ETV/12609,"Carrer Ancores, 17 lletra A. 07400 ALCÚDIA, Mallorca",SON JIL,Alcúdia,ALCÚDIA,Alta,14/07/2017
ETV/1261,"POLIGON 9, PARCEL·LA 445, S/N. -, -",ES VELÀ,Muro,MURO,Alta,28/07/2008
ETV/12612,"Polígon 23 Parcel·la 82. 07313 SELVA, Mallorca",LA LLAR  CLARA,Selva,SELVA,Alta,14/07/2017
ETV/1262,"Polígon 8, PARCEL·LA 1370. 07669 Calonge, SANTANYÍ, Mallorca",NA BURGUERA,Calonge,SANTANYÍ,Alta,28/07/2008
ETV/12620,"Carrer Victoria, 18. 07630 CAMPOS, Mallorca",CAN MORA,Campos,CAMPOS,Alta,17/07/2017
ETV/12623,"Polígon 4 Parcel·la 22. 07350 BINISSALEM, Mallorca",CAN REAL,Binissalem,BINISSALEM,Alta,20/07/2017
ETV/12624,"Carrer VILETA, 4. 07312 MANCOR DE LA VALL, Mallorca",SA VILETA,Mancor De La Vall,MANCOR DE LA VALL,Alta,29/06/2017
ETV/1263,"POLIGON 10, PARCEL·LES 153-157, 07260 PORRERES (Mallorca), Illes Balears",FINCA EL LLADONER,Porreres,PORRERES,Alta,28/07/2008
ETV/12630,"Polígon 8 Parcel·la 67. 07620 LLUCMAJOR, Mallorca",LAS PIEDRAS,Llucmajor,LLUCMAJOR,Alta,07/09/2018
ETV/12631,"Carrer MOLLET DE LALBUFERA, 3. 07400 ALCÚDIA, Mallorca",CASA DEL LLAC,Port DAlcúdia,ALCÚDIA,Alta,18/09/2018
ETV/12638,"Polígon 4 Parcel·la 148. 07340 ALARÓ, Mallorca",CAN TURO,Alaró,ALARÓ,Alta,26/07/2017
ETV/12639,"Carrer ORONELLA, 47. 07470 Port De Pollença, POLLENÇA, Mallorca",LESCALA,Port De Pollença,POLLENÇA,Alta,31/07/2017
ETV/1264,"POLÍGON ÚNIC, PARCEL·LA 664, 07109 FORNALUTX (Mallorca), Illes Balears",SERISSAL,Fornalutx,FORNALUTX,Alta,28/07/2008
ETV/12640,"Carrer JAUME II, 3. 07579 Colònia De Sant Pere, ARTÀ, Mallorca",CA NA FORTEZA,Colònia De Sant Pere,ARTÀ,Alta,27/06/2017
ETV/12642,"Polígon 27 Parcel·la 120. 07200 FELANITX, Mallorca",ES COLLET,Felanitx,FELANITX,Alta,21/06/2017
ETV/12643,"Carrer DE LA LLAGOSTA, 8. 07639 Ràpita (La), CAMPOS, Mallorca",BUGAMBILIA,Ràpita (La),CAMPOS,Alta,27/07/2017
ETV/12644,"Avinguda JOAN MIRÓ, 118. 07015 PALMA, Mallorca",VILLA PATRICIA,Palma,PALMA,Alta,20/07/2017
ETV/12645,"Predi Canet, 28-29. 07190 ESPORLES, Mallorca",ES CAMP ROIG,Esporles,ESPORLES,Alta,19/07/2017
ETV/1265,"POLIGON 12 PARCEL·LA 86, 07550 SON SERVERA (Mallorca), Illes Balears",EL CEL,Son Servera,SON SERVERA,Alta,28/07/2008
ETV/12651,"Carrer ROGER DE FLOR, 6 pis 1. 07470 Port De Pollença, POLLENÇA, Mallorca",VILLA ROGER,Port De Pollença,POLLENÇA,Alta,19/09/2018
ETV/12652,"Polígon 1 Parcel·la 308. 07330 CONSELL, Mallorca",CAN PELAT,Consell,CONSELL,Alta,29/06/2017
ETV/12653,"Polígon 15 Parcel·la 584. 07260 PORRERES, Mallorca",SON DRAGUET,Porreres,PORRERES,Alta,18/09/2018
ETV/12655,"Camí CAN FORNER, 37. 07141 Pòrtol, MARRATXÍ, Mallorca",SON GOTXO,Pòrtol,MARRATXÍ,Alta,29/06/2017
ETV/12656,"Carrer Còrsega, 2 porta A. 07400 ALCÚDIA, Mallorca",CAN PANSETA,Alcúdia,ALCÚDIA,Alta,21/06/2017
ETV/12657,"Carrer MOLINO, 9. 07143 Biniali, SENCELLES, Mallorca",CAN GURRIÓ,Biniali,SENCELLES,Alta,18/07/2017
ETV/12658,"Polígon 5 Parcel·la 3. 07530 Sant Llorenç Del Cardassar, SANT LLORENÇ DES CARDASSAR, Mallorca",CA NALZAMORA,Sant Llorenç Del Cardassar,SANT LLORENÇ DES CARDASSAR,Alta,17/07/2017
ETV/12659,"Carrer CIRCUIT DEL LLAC (SOLAR 143), S/N. 07458 MURO, Mallorca",THE HOUSE OF THE LAKE,Platja De Muro,MURO,Alta,30/06/2017
ETV/1266,"POLIGON 14, PARCEL·LA 12, 07509, Portocristo (MANACOR) (Mallorca), Illes Balears",FINCA CAN GUILLEM BOQUET,Portocristo,MANACOR,Alta,28/07/2008
ETV/12662,"Carrer DE SA TEULERA, 36. 07310 CAMPANET, Mallorca",VALENTINA,Campanet,CAMPANET,Alta,28/07/2017
ETV/12664,"Polígon 5 Parcel·la 306. 07260 PORRERES, Mallorca",SON JULIÀ,Porreres,PORRERES,Alta,20/09/2018
ETV/12665,"Carrer Ancora, 6. 07460 POLLENÇA, Mallorca",VILLA ANCORA,Pollença,POLLENÇA,Alta,29/07/2017
ETV/12666,"Polígon 4 Parcel·la 97 i 145. 07529 ARIANY, Mallorca",SA CANOVA DARIANY,Ariany,ARIANY,Alta,18/09/2018
ETV/12669,"Carrer SANT JOAN, 3. 07109 FORNALUTX, Mallorca",BALITX,Fornalutx,FORNALUTX,Alta,19/07/2017
ETV/1267,"POLÍGON 2, PARCEL·LA 53, 07550 SON SERVERA (Mallorca), Illes Balears",PEDRA VIVA,Son Servera,SON SERVERA,Alta,28/07/2008
ETV/12670,"Carrer CORNETS, 39 lletra A. 07639 LLUCMAJOR, Mallorca",SARAPITAPARADISE,Llucmajor,LLUCMAJOR,Alta,28/06/2017
ETV/12671,"Carrer DE LES DONES DAIGUA, 6. 07579  ARTÀ, Mallorca",CAN TUGORES,,ARTÀ,Alta,20/09/2018
ETV/12672,"Carrer DE SA RECTORIA, 15. 07190 ESPORLES, Mallorca",LA BELLESA,Esporles,ESPORLES,Alta,18/09/2018
ETV/12673,"Carrer FRANÇA, 56. 07159  ANDRATX, Mallorca",NA FRANÇA,,ANDRATX,Alta,26/06/2017
ETV/12674,"Polígon 12 Parcel·la 45. 07310 CAMPANET, Mallorca",ES PUIG DE SANT MIQUEL,Campanet,CAMPANET,Alta,21/07/2017
ETV/12676,"Camí DE CAN DOMINGO, 7. 07141 Cabaneta (La), MARRATXÍ, Mallorca",BON VIURE,Cabaneta (La),MARRATXÍ,Alta,28/07/2017
ETV/1268,"POLIGON 2 PARCEL·LA 92 SON SERVERA (Mallorca), Illes Balears",SON FLORIANA,Son Servera,SON SERVERA,Alta,28/07/2008
ETV/12680,"Carrer ALFABEGUERA, 27. 07470 Port De Pollença, POLLENÇA, Mallorca",VILLA ALFA,Port De Pollença,POLLENÇA,Alta,28/07/2017
ETV/12681,"Carrer MAJOR, 26. 07510 SINEU, Mallorca",SA BOTIGA NOVA,Sineu,SINEU,Alta,17/08/2018
ETV/12684,"Carrer Francesc de Borja Moll, 26. 07640 Salines (Les), SES SALINES, Mallorca",CAN JOAN DE MORELL,Salines (Les),SES SALINES,Alta,12/07/2017
ETV/1269,"Polígon 4, PARCELA 947.- SHORT DEN BONET. 07650 SANTANYÍ, Mallorca",SHORT DEN BONET,Santanyí,SANTANYÍ,Alta,29/07/2008
ETV/12691,"Avinguda Cala Ferrera, 15. 07660 Cala DOr, SANTANYÍ, Mallorca",VILLA CALA FERRERA,Cala DOr,SANTANYÍ,Alta,24/09/2018
ETV/12695,"Carrer MAGALLANES, 5. 07458 Can Picafort, SANTA MARGALIDA, Mallorca",CASA ROTGER,Can Picafort,SANTA MARGALIDA,Alta,21/09/2018
ETV/127,"POLIGON 4 PARCEL·LA 523, 07460 POLLENÇA (Mallorca), Illes Balears",CAN VICH,Pollença,POLLENÇA,Alta,25/06/2007
ETV/1270,"Predi POLIGON 34,  PARCEL·LES 69 - 308, S/N. 07200 FELANITX, Mallorca",CAN RITO NOU,Felanitx,FELANITX,Alta,29/07/2008
ETV/12706,"Carrer REI JAUME II, 7. 07420  SA POBLA, Mallorca",CAN TONI,,SA POBLA,Alta,27/09/2018
ETV/1271,"Avinguda DE LA TORRE S L, 90. 07650 Portopetro, SANTANYÍ, Mallorca","SES PENYES ROTGES, (ANTES SA PENYA TRENCADA)",Portopetro,SANTANYÍ,Alta,29/07/2008
ETV/12717,"Carrer DES CORB MARÍ, 17. 07691  SANTANYÍ, Mallorca",CASA BLANCA,,SANTANYÍ,Alta,26/09/2018
ETV/12719,"Carrer GUILLEM SASTRE, 2. 07141 MARRATXÍ, Mallorca",BELLVIURE,Marratxí,MARRATXÍ,Alta,28/09/2018
ETV/1272,"POLIGON 11 PARCEL·LA 1024, Cala Mondragó (SANTANYÍ) (Mallorca), Illes Balears",SA FONT DE NALIS,Cala Mondragó,SANTANYÍ,Alta,29/07/2008
ETV/12721,"Carrer GERMANOR, 111. 07459 Son Serra De Marina, SANTA MARGALIDA, Mallorca",VALOCA,Son Serra De Marina,SANTA MARGALIDA,Alta,28/09/2018
ETV/12725,"Carrer SESCORXADOR, 13. 07250 VILAFRANCA DE BONANY, Mallorca",CA NA BARBARA,Vilafranca De Bonany,VILAFRANCA DE BONANY,Alta,28/09/2018
ETV/12726,"Carrer Rei Jaume III, 29. 07670 Portocolom, FELANITX, Mallorca","BUENAVISTA PORTOCOLOM, CB",Portocolom,FELANITX,Alta,24/09/2018
ETV/12727,"DE SES CASETES, 38. -, -",BUGANVILLA,Santa Margalida,SANTA MARGALIDA,Alta,21/09/2018
ETV/1273,"Camí DE SON LLAMPAIES, S/N. 07100 SÓLLER, Mallorca",SON LLAMPAIES,Sóller,SÓLLER,Alta,29/07/2008
ETV/12738,"Polígon 4 Parcel·la 30-A. -, -",SARGELA,Binissalem,BINISSALEM,Alta,28/09/2018
ETV/1274,"Carretera PORRERES A CAMPOS, KM 75, S/N. 07260 PORRERES, Mallorca",CAN SOLER,Porreres,PORRERES,Alta,29/07/2008
ETV/12746,"Carrer MENHIR, 8. 07160 Camp De Mar, ANDRATX, Mallorca",MENHIR 8,Camp De Mar,ANDRATX,Alta,25/09/2018
ETV/1275,"POLÍGON 14, PARCEL·LA 339, 07520 PETRA (Mallorca), Illes Balears",CAN DAMIA,Petra,PETRA,Alta,29/07/2008
ETV/12753,"Carrer BARRACAR ALT, 11. 07520 PETRA, Mallorca",BARRACAR DE PETRA,Petra,PETRA,Alta,24/07/2017
ETV/12754,"Carrer COMUNES CA NOLIVER, 45. 07440 MURO, Mallorca",SES COMUNES,Muro,MURO,Alta,14/07/2017
ETV/12757,"Polígon 3 Parcel·la 458, DISEMINADOS 913. 07518 LLORET DE VISTALEGRE, Mallorca",SA FONT,Lloret De Vistalegre,LLORET DE VISTALEGRE,Alta,03/10/2018
ETV/12758,"Carrer de lArgelada, 6 lletra A. 07420 Pobla (La), SA POBLA, Mallorca",FINCA SAUBAC,Pobla (La),SA POBLA,Alta,18/07/2017
ETV/1276,"POLÍGON 2, PARCEL·LA 364, S/N. POLLENÇA, Mallorca",CAN CRISTET,Pollença,POLLENÇA,Alta,29/07/2008
ETV/12763,"Polígon 14 Parcel·la 71. 07458 Can Picafort, SANTA MARGALIDA, Mallorca",SANTA EULARI,Can Picafort,SANTA MARGALIDA,Alta,18/07/2017
ETV/12764,"GABRIEL ROCA, 11 pis 1. -, -",CAN PORXERO,Port DAlcúdia,ALCÚDIA,Alta,01/10/2018
ETV/12765,"Carrer Santa Paula Montal, 27. 07015 Gènova, PALMA, Mallorca",NOVA FONT,Gènova,PALMA,Alta,15/06/2017
ETV/12766,"Carrer de la Llum, 14. 07690 Cala Llombards, SANTANYÍ, Mallorca",CASA ROCA,Cala Llombards,SANTANYÍ,Alta,23/06/2017
ETV/12769,"Polígon 8 Parcel·la 275. 07140 Biniali, SENCELLES, Mallorca",LOFT BINIALI,Biniali,SENCELLES,Alta,14/07/2017
ETV/1277,"POLIGON 7, PARCEL·LA 167 SANTANYÍ (Mallorca), Illes Balears",LA CASITA,Santanyí,SANTANYÍ,Alta,29/07/2008
ETV/12773,"Polígon 13 Parcel·la 368. 07620 LLUCMAJOR, Mallorca",SA SARGANTANA,Llucmajor,LLUCMAJOR,Alta,17/07/2017
ETV/12778,"Carrer DELS MOLINS, 26. 07260 PORRERES, Mallorca",CAS POTECARI,Porreres,PORRERES,Alta,17/07/2017
ETV/1278,"POLIGON 12, PARCEL·LA 30, S/N. -, -",SA QUARTERADA,Campanet,CAMPANET,Alta,29/07/2008
ETV/12781,"Carrer Cap de Menorca, 7. 07410 Alcanada, ALCÚDIA, Mallorca",CASA PINAR,Alcanada,ALCÚDIA,Alta,22/04/2013
ETV/12789,"Carrer TREN , 5. 07630 CAMPOS, Mallorca",CAS TRINXETER,Campos,CAMPOS,Alta,01/10/2018
ETV/1279,"POLIGON 11,  PARCEL·LA  166- PARAJE SON TOVELL, 07500 MANACOR (Mallorca), Illes Balears",FINCA CAN RANDA,Manacor,MANACOR,Alta,29/07/2008
ETV/12791,"Polígon 1 Parcel·la 190. 07320 SANTA MARIA DEL CAMÍ, Mallorca",CAN OLIVIER,Santa Maria Del Camí,SANTA MARIA DEL CAMÍ,Alta,27/07/2017
ETV/128,"POLIGON 4 PARCEL·LA 451, 07460 POLLENÇA (Mallorca), Illes Balears",CAN MARTORELL,Pollença,POLLENÇA,Alta,26/06/2007
ETV/1280,"POLIGON 7, PARCEL·LA 25 CAPDEPERA (Mallorca), Illes Balears",FINCA CAN RONSERO,Capdepera,CAPDEPERA,Alta,29/07/2008
ETV/12801,"Polígon 1 Parcel·la 69. 07460 POLLENÇA, Mallorca",CAN NADAL,Pollença,POLLENÇA,Alta,05/07/2017
ETV/12802,"Carrer Ginebro, 7. 07470 POLLENÇA, Mallorca",VILLA GINEBRO,Port De Pollença,POLLENÇA,Alta,30/08/2018
ETV/12805,"Carrer FRAY JUNIPERO SERRA, 14. 07260 PORRERES, Mallorca",CAS POTECARI PETIT,Porreres,PORRERES,Alta,18/07/2017
ETV/12806,"Avinguda PONENT, S/N. 07691 SANTANYÍ, Mallorca",ES PARATS,Santanyí,SANTANYÍ,Alta,30/06/2017
ETV/1281,"POLÍGON 10, PARCEL·LA 468, 07460 POLLENÇA (Mallorca), Illes Balears",PALMERA,Pollença,POLLENÇA,Alta,29/07/2008
ETV/12814,"Carrer Fonoll Mari, 4. 07470 Port De Pollença, POLLENÇA, Mallorca",CAN CRISTAL,Port De Pollença,POLLENÇA,Alta,07/09/2018
ETV/1282,"Polígon 4, PARCEL·LA 536. 07460 POLLENÇA, Mallorca",PAPA BISQUERRA,Pollença,POLLENÇA,Alta,29/07/2008
ETV/12823,"Polígon 4 Parcel·la 32. 07190 ESPORLES, Mallorca",CAN NADAL,Esporles,ESPORLES,Alta,21/07/2017
ETV/12826,"Carrer PUPUT, 4. 07400 ALCÚDIA, Mallorca",CA NA ROSA,Port DAlcúdia,ALCÚDIA,Alta,15/10/2018
ETV/12827,"Polígon 35 Parcel·la 48- QUINTA VOLTA 5147. 07200  FELANITX, Mallorca",CAN JOAN JULIA,,FELANITX,Alta,09/10/2018
ETV/1283,"Polígon 7,  PARCEL·LA 222",LA PLANA,Pollença,POLLENÇA,Alta,29/07/2008
ETV/12834,"Carrer ALACANTÍ, 17. 07460 POLLENÇA, Mallorca",DOLÇ SOMNI,Pollença,POLLENÇA,Alta,14/07/2017
ETV/12838,"Carrer TEMPORAL, 15. 07469 Cala Sant Vicenç, POLLENÇA, Mallorca",CASA TEMPORAL,Cala Sant Vicenç,POLLENÇA,Alta,02/10/2018
ETV/12839,"Carrer PINSÀ, 25. 07470 Port De Pollença, POLLENÇA, Mallorca",CAN BARKER,Port De Pollença,POLLENÇA,Alta,31/07/2017
ETV/1284,"Camí DE SA CAPELLETA,  S/N, S/N. 07100 SÓLLER, Mallorca",VILLA IDEAL,Sóller,SÓLLER,Alta,29/07/2008
ETV/12842,"BOSCO, 2. -, -",CASA SA MARINA,Alcúdia,ALCÚDIA,Alta,02/10/2018
ETV/12845,"Carrer DE LHOSPITAL, 32. 07520 PETRA, Mallorca",CASA PETRA,Petra,PETRA,Alta,11/10/2018
ETV/1285,"POLIGON 4 PARCEL·LA 316, 07460 POLLENÇA (Mallorca), Illes Balears",CAN PRITAL,Pollença,POLLENÇA,Alta,29/07/2008
ETV/12856,"Avinguda SON BAULÓ, 17. 07458 Can Picafort, SANTA MARGALIDA, Mallorca",MULHOLLAND VILLA,Can Picafort,SANTA MARGALIDA,Alta,02/10/2018
ETV/12857,"Carrer SANT LLUÍS, 168. 07459 Son Serra De Marina, SANTA MARGALIDA, Mallorca",SON SERRA BEACH VILLA,Son Serra De Marina,SANTA MARGALIDA,Alta,15/10/2018
ETV/1286,"Carrer GARROVERS, 2. 07580 CAPDEPERA, Mallorca",CAN PEDRUS,Capdepera,CAPDEPERA,Alta,29/07/2008
ETV/12860,"Carrer FRA JUNIPERO SERRA, 57. 07459 Son Serra De Marina, SANTA MARGALIDA, Mallorca",CAN BRUMA,Son Serra De Marina,SANTA MARGALIDA,Alta,08/10/2018
ETV/12869,"Carrer DE NA PUIG, 9. 07660 Cala DOr, SANTANYÍ, Mallorca",CASA LOPEZ,Cala DOr,SANTANYÍ,Alta,10/10/2018
ETV/1287,"Polígon 5 Parcel·la 1122. 07690 Llombards, SANTANYÍ, Mallorca",FINCA SES BLAIES,Llombards,SANTANYÍ,Alta,29/07/2008
ETV/12872,"Carrer BELLAVISTA, 2 lletra G. 07183 Costa De La Calma, CALVIÀ, Mallorca",VILLA ROSITA,Costa De La Calma,CALVIÀ,Alta,10/10/2018
ETV/1288,"POLIGON 31 PARCEL·LA 289 FELANITX (Mallorca), Illes Balears",SA TERRA BONA,Felanitx,FELANITX,Alta,29/07/2008
ETV/12883,"Carrer DES TRINQUET, 1. 07659 SANTANYÍ, Mallorca",CASA DEL ACIANO,Santanyí,SANTANYÍ,Alta,17/10/2018
ETV/1289,"Carrer LUXEMBURGO, 22. 07400 ALCÚDIA, Mallorca",CASA TIENDA,Alcúdia,ALCÚDIA,Alta,29/07/2008
ETV/12893,"Carrer DE SORADA, 16. 07639 Ràpita (La), CAMPOS, Mallorca",MALLORCA-RAPITA,Ràpita (La),CAMPOS,Alta,16/10/2018
ETV/12898,"Via DE LES ILLES BALEARES, 141. 07688 Cala Murada, MANACOR, Mallorca",PEÑARRUBIA,Cala Murada,MANACOR,Alta,04/10/2018
ETV/129,"POLIGON 2 PARCEL·LA 408, S/N. 07460 POLLENÇA, Mallorca",CAN GUAITA,Pollença,POLLENÇA,Alta,26/05/2007
ETV/1290,"POLÍGON 3, PARCEL·LA 278 B, 07460 POLLENÇA (Mallorca), Illes Balears",CA NA TONINA,Pollença,POLLENÇA,Alta,29/07/2008
ETV/12904,"Carrer de Sineu, 8. 07519 MARIA DE LA SALUT, Mallorca",CAN FORNER,Maria De La Salut,MARIA DE LA SALUT,Alta,06/09/2018
ETV/12905,"Carrer PENYALAR, 5 lletra A. 07669 Cala Serena, FELANITX, Mallorca",VILLA ROSA,Cala Serena,FELANITX,Alta,28/07/2017
ETV/1291,"Polígon 32 Parcel·la 189. 07669 Horta (L), FELANITX, Mallorca",CAN TALAIETA,Horta (L),FELANITX,Alta,29/07/2008
ETV/12916,"Carrer GENERAL BERNAT RIERA, 3. 07150 ANDRATX, Mallorca",CASA PHOENIX,Andratx,ANDRATX,Alta,07/07/2017
ETV/12917,"Carrer FONT, 21 porta 4. 07559  SON SERVERA, Mallorca",CASA MARIA,,SON SERVERA,Alta,31/07/2017
ETV/12918,"Carrer DE SA GAMBA, 47. 07639 Ràpita (La), CAMPOS, Mallorca",GAMBA 47,Ràpita (La),CAMPOS,Alta,12/06/2017
ETV/12919,"Carrer JOVADES, 69. 07450 SANTA MARGALIDA, Mallorca",CAN MORANTA,Santa Margalida,SANTA MARGALIDA,Alta,10/10/2018
